Suite,Sample,Pluton,Author,SiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,Loi+,H2O,Total,Cr,Ni,Co,Sc,V,Cu,Pb,Zn,Cd,Sn,W,Mo,As,Rb,Cs,Ba,Sr,Ga,Ta,Nb,Hf,Zr,Y,Th,U,Be,Ag,Au,Bi,Cd,Hg,Sb,Se,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,ETR
PHKCalcAlk,CEBP-035,Barcelona,[4],67.37,15.16,3.23,2.91,0.04,1.19,2.66,3.31,4.83,0.52,0.13,0.47,,98.91,,,,,49,,,,,,,,,124.1,,1512,455.6,20.1,,13.02,,230.3,13.64,,,,,,,,,,,16.57,34.36,,14.66,2.43,0.77,1.74,,1.63,0.31,0.9,,0.78,0.13,
PHKCalcAlk,CEBP-069,Barcelona,[4],67.22,16.26,4.72,4.25,0.04,1.07,2.98,4.35,4.38,1.01,0.36,0.68,,103.07,,,,,37,,,,,,,,,104.8,,2355,896.8,21.7,,31.43,,532.4,12.87,,,,,,,,,,,17.44,34.89,,15.53,2.47,0.75,1.88,,1.45,0.3,0.85,,0.81,0.15,
PHKCalcAlk,CEBP-077,Barcelona,[4],72.19,11.54,5.05,4.54,0.08,0.18,1.47,2.62,5.56,0.43,0.07,0,,99.19,,,,,26,,,,,,,,,115.3,,1506,77.4,21.3,,33.18,,729.1,78.84,,,,,,,,,,,47.18,85.67,,27.52,4.46,0.73,2.48,,1.51,,0.77,,0.55,0,170.87
PHKCalcAlk,CEBP-331,Barcelona,[4],71.08,14.01,2.57,2.31,0.04,0.67,2.2,3.66,4.45,0.38,0.1,0.1,,99.26,,,,,26,,,,,,,,,125.1,,793,300,19.9,,16.01,,201.8,12.59,,,,,,,,,,,58.21,97.52,,25.51,3.6,0.73,1.9,,0.94,,0.56,,0.43,0.08,189.48
PHKCalcAlk,CEBP-332,Barcelona,[4],73.23,14.2,2.11,1.9,0.03,0.5,1.89,3.71,4.78,0.27,0.07,0.08,,100.87,,,,,12,,,,,,,,,113.8,,838,347.8,20.7,,8.4,,124,5.81,,,,,,,,,,,47.18,85.67,,27.52,4.46,0.73,2.48,,1.51,,0.77,,0.55,,170.87
PHKCalcAlk,CEBP-333,Barcelona,[4],64.96,15.98,4.17,3.75,0.05,1.42,3.73,4.18,3.25,0.7,0.21,0.3,,98.95,,,,,56,,,,,,,,,81,,1100,498.6,23.4,,15.77,,275,12.6,,,,,,,,,,,16.02,32.91,,14,2.17,0.7,1.59,,1,0.23,0.68,,0.66,0.15,
PHKCalcAlk,J-26B,Barcelona,[4],72.5,14.49,2.57,2.31,0.05,1.33,2.96,3.56,4.62,0.47,0.14,0.31,,103,,,,,33,,,,,,,,,117.9,,1362,413.8,18.8,,11.49,,171.9,12.67,,,,,,,,,,,31.73,62.3,,22.75,2.09,0.67,1.68,,0.93,0.14,0.54,,0.49,0.12,123.43
PHKCalcAlk,J-46,Barcelona,[4],66.62,15.91,3.95,3.55,0.04,1.31,3.56,4.13,3.72,0.69,0.21,0.28,,100.42,,,,,46,,,,,,,,,84.7,,1481,511.2,22.5,,12.45,,248.5,10.88,,,,,,,,,,,49.1,73.1,,26,4,0.66,3.56,,2.42,0.43,1.16,,1,0.14,161.57
PHKCalcAlk,LG-18,Serrinha,[9],69.08,15.45,3.53,3.18,0.02,1.3,2.3,3.51,4.03,0.56,0.22,0.45,,100.45,22,13,16,,39,16,65,60,,,,,,75,,497,323,,,8,,54,5.7,,,,,,,,,,,45.42,84.73,,28.79,5.12,0.66,3.54,,2.74,,1.41,,1.26,,173.67
PHKCalcAlk,LG-95,Serrinha,[9],69.68,16.05,2.21,1.99,0.01,0.58,1.93,3.25,5.95,0.27,0.08,0.58,,100.59,14,8.3,,,23,14,89,32,,,,,,117,,628,258,,,8,,40,8.6,,,,,,,,,,,41.92,76.13,,24.58,4.04,0.65,2.39,,1.35,,0.68,,0.47,0.1,152.31
PHKCalcAlk,LG-15A,Serrinha,[9],66.94,16.38,3.6,3.24,0.04,1.1,2.5,3.4,5.4,0.46,0.18,0.53,,100.53,59,26,15,,38,19,82,56,,,,,,71,,630,307,,,12,,44,5.2,,,,,,,,,,,68.9,99.3,,32.8,4.6,0.61,3.9,,2.71,0.52,1.48,,1.3,0.15,216.27
PHKCalcAlk,LG-128,Serrinha,[9],69.41,15.06,3.3,2.97,0.02,1.2,2.6,3.5,4.2,0.51,0.2,0.7,,100.7,46,22,15,,39,22,84,70,,,,,,104,,1009,510,,,26,,37,9.6,,,,,,,,,,,55.01,84.15,,38.12,3.04,0.61,1.88,,0.59,0.08,0.19,,0.23,0.05,183.95
PHKCalcAlk,ES-31H  ,Serrinha,[9],68.4,15.78,3.27,2.94,0.04,0.99,2.22,3.91,4.7,0.53,0.16,0.52,,100.52,232,13,7,5,48,7,,,,,,,,105,,1346,468,,,15,,206,12,,,,,,,,,,,42.66,75.88,,24.1,4.08,0.61,2.72,,1.42,,0.73,,0.62,0.11,152.93
PHKCalcAlk,ES-31L  ,Serrinha,[9],68.92,15.62,3.08,2.77,0.05,0.92,2.21,3.97,4.57,0.5,0.16,0.63,,100.63,207,12,6,3,44,6,,,,,,,,146,,1181,423,,,25,,214,16,,,,,,,,,,,35.8,49.7,,18.1,2.5,0.43,1.52,,0.85,0.1,0.57,,0.4,0,109.97
PHKCalcAlk,ES-31G  ,Serrinha,[9],69.15,15.5,2.94,2.65,0.04,0.75,2.15,3.66,5.15,0.51,0.15,0.18,,100.18,239,11,5,5,47,9,,,,,,,,127,,1470,478,,,16,,226,13,,,,,,,,,,,28.95,49.39,,16.06,1.59,0.43,1.01,,0.4,0.08,0.2,,0.15,0.05,98.31
PHKCalcAlk,ES-31F  ,Serrinha,[9],69.22,15.3,3.07,2.76,0.04,0.86,2.06,3.78,5.02,0.5,0.15,0.25,,100.25,244,12,7,3,45,7,,,,,,,,122,,1347,425,,,18,,207,17,,,,,,,,,,,26,36,,12,2.8,0.4,1.5,,0.57,0.07,0.27,,0.13,0.03,79.77
PHKCalcAlk,ES-31E  ,Serrinha,[9],69.36,15.5,2.97,2.67,0.04,0.88,2.06,3.84,4.73,0.47,0.15,0.22,,100.22,247,11,5,1,46,5,,,,,,,,115,,1301,432,,,18,,203,14,,,,,,,,,,,42.84,77.27,,24.9,3.06,0.37,2.37,,1.18,0.21,0.64,,0.73,0.16,153.73
PHKCalcAlk,ES-31J  ,Serrinha,[9],69.37,15.55,2.89,2.6,0.04,0.68,2.13,3.75,5.02,0.43,0.14,0.38,,100.38,229,9,5,4,47,7,,,,,,,,98,,1348,438,,,12,,174,10,,,,,,,,,,,20.37,41.37,,9.93,0.97,0.31,0.6,,0.38,0.06,0.15,,0.15,0.08,74.36
PHKCalcAlk,ES-31K  ,Serrinha,[9],69.42,15.06,3.21,2.89,0.04,1.15,2.16,3.87,4.42,0.5,0.17,0.54,,100.54,237,12,8,4,44,5,,,,,,,,119,,1111,392,,,19,,219,17,,,,,,,,,,,13.22,23.1,,10.84,0.58,0.19,0.44,,0.21,0.04,0.11,,0.09,0.02,48.83
PHKCalcAlk,ES-31I  ,Serrinha,[9],69.63,15.31,2.86,2.57,0.04,0.81,2.16,3.76,4.79,0.5,0.14,0.54,,100.54,207,10,7,4,46,7,,,,,,,,97,,1309,446,,,14,,186,12,,,,,,,,,,,34.8,53.05,,12.37,1.12,0.1,1.01,,1.37,0.27,0.7,,0.48,0.1,105.37
PHKCalcAlk,ES-31D  ,Serrinha,[9],73,13.91,2.45,2.2,0.03,0.54,1.67,3.61,4.35,0.34,0.1,0.38,,100.38,307,9,5,5,42,6,,,,,,,,111,,941,327,,,13,,168,12,,,,,,,,,,,35.18,70.18,,15.65,1.31,0.1,1.15,,1.12,0.24,0.74,,0.53,0.11,126.31
PHKCalcAlk,LG-104F,Serrinha,[9],69.15,15.17,3.93,3.54,0.03,1.12,1.81,2.91,5.22,0.5,0.16,0.37,,100.37,35,19,20,,56,28,119,68,,,,,,131,,976,254,,,14,,66,18,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-01,Monte das Gameleiras,[10],68.75,15.22,2.61,2.35,0.04,0.47,2.54,3.63,5.27,0.43,0.18,,,99.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-05,Monte das Gameleiras,[10],66.06,16.3,3.33,3,0.04,0.7,3.33,3.81,4.77,0.6,0.25,,,99.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-10B,Monte das Gameleiras,[10],63.4,17.25,4.22,3.8,0.06,1.97,2.94,4.21,4.85,0.42,0.07,,,99.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-10D,Monte das Gameleiras,[10],68.49,14.98,3.26,2.93,0.04,0.94,2.94,3.5,5.21,0.2,0.01,,,99.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-12B,Monte das Gameleiras,[10],64.77,15.21,4.73,4.26,0.05,2.17,4.06,3.4,4.37,0.5,0.01,,,99.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-15A,Monte das Gameleiras,[10],65.78,14.98,3.49,3.14,0.04,2,2.8,3.77,5.72,0.3,0.04,,,98.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-16,Monte das Gameleiras,[10],66.51,15.73,3.1,2.79,0.04,1.7,2.52,3.81,5.33,0.35,0,,,99.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-27A,Monte das Gameleiras,[10],68,16.2,2.72,2.45,0.04,0.31,2.72,3.54,5.48,0.55,0.08,,,99.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-42,Monte das Gameleiras,[10],65.35,15.95,3.4,3.06,0.06,0.38,3.99,4.01,4.94,0.67,0.33,,,99.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,GA-47B,Monte das Gameleiras,[10],65.9,15.95,3.55,3.19,0.04,0.44,3.99,3.71,5.42,0.63,0.23,,,99.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-01,Monte das Gameleiras,[1],68.05,15.23,3.18,2.86,0.04,1.12,2.39,4.19,4.84,0.53,0.23,0.75,,100.55,,,,,,,,,,,,,,134,,,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-02,Monte das Gameleiras,[1],68.51,15.15,2.79,2.51,0.03,0.88,2.14,3.95,5.36,0.47,0.18,0.06,,99.52,,,,,,,,,,,,,,125,,,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-05,Monte das Gameleiras,[1],70.04,14.89,2.54,2.29,0.04,0.74,1.92,4.18,4.74,0.43,0.17,1.08,,100.77,,,,,,,,,,,,,,133,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-06,Monte das Gameleiras,[1],67.88,15.7,2.18,1.96,0.03,0.65,1.67,4,5.54,0.35,0.14,1.01,,99.15,,,,,,,,,,,,,,134,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-07A,Monte das Gameleiras,[1],71.07,14.41,2.71,2.44,0.03,0.76,2,4.47,3.76,0.4,0.19,0.73,,100.53,,,,,,,,,,,,,,120,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-10A,Monte das Gameleiras,[1],70.89,14.3,2.3,2.07,0.04,0.57,1.47,4.16,4.59,0.31,0.14,1.08,,99.85,,,,,,,,,,,,,,174,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-15,Monte das Gameleiras,[1],67.1,15.63,2.76,2.48,0.04,1.02,2.21,4.18,5.24,0.48,0.22,0.84,,99.72,,,,,,,,,,,,,,131,,,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-17,Monte das Gameleiras,[1],69.91,14.85,2.35,2.11,0.03,0.81,2.03,3.97,4.75,0.4,0.14,0.94,,100.18,,,,,,,,,,,,,,107,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-19,Monte das Gameleiras,[1],68.42,14.79,2.49,2.24,0.03,0.86,2,3.92,4.68,0.41,0.18,1.39,,99.17,,,,,,,,,,,,,,127,,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-20,Monte das Gameleiras,[1],70.42,15.37,1.07,0.96,0.03,0.13,0.75,5.55,5.28,0.06,0.04,1.92,,100.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-27,Monte das Gameleiras,[1],70.55,14.65,2.2,1.98,0.03,0.62,1.77,4.08,5.08,0.34,0.13,0.85,,100.3,,,,,,,,,,,,,,140,,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-28,Monte das Gameleiras,[1],65.7,16.46,2.84,2.56,0.04,1.08,2.39,4.31,5.24,0.51,0.23,0.57,,99.37,,,,,,,,,,,,,,118,,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-30,Monte das Gameleiras,[1],68.9,15.18,2.13,1.92,0.03,0.7,1.85,4.04,5.42,0.38,0.17,0.53,,99.33,,,,,,,,,,,,,,133,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MG-31,Monte das Gameleiras,[1],68.43,15.48,2.12,1.91,0.03,0.72,1.87,4.03,5.42,0.37,0.16,0.52,,99.15,,,,,,,,,,,,,,133,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MH-49,Japi,[13],66.28,15.99,3.94,3.55,0.05,1.22,2.61,3.64,4.71,0.61,0.17,0.46,0.06,99.74,,12.1,,5.7,46.5,,,,,,,,,118.1,,1485.7,490.5,,,15.7,,397.3,17.4,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MH-94,Japi,[13],67.7,15.41,3.81,3.43,0.04,0.86,2.58,3.52,4.37,0.57,0.15,0.54,0.08,99.63,,10.8,,3.6,49.3,,,,,,,,,131.3,,1299,470.7,,,12.6,,235.3,13.3,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MH-152C,Japi,[13],65.43,16.06,4.25,3.82,0.05,1.19,2.68,3.54,4.82,0.68,0.2,0.33,0.09,99.32,,11.5,,3.9,49.7,,,,,,,,,118.3,,1737.6,521.8,,,13,,302.6,17.9,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MH-187A,Japi,[13],69.63,14.61,3.14,2.83,0.04,0.7,1.88,2.98,5.19,0.47,0.14,0.37,0.09,99.24,,7.4,,2.2,30,,,,,,,,,144.6,,1009.9,369.6,,,19.1,,229.5,22.6,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MH-238D,Japi,[13],65.91,16.4,4.41,3.97,0.05,1.35,2.88,4.22,3.6,0.69,0.23,0.45,0.08,100.27,,15.5,,3.4,56.4,,,,,,,,,100.3,,1374.5,588.2,,,15.5,,291.2,18.2,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MH-252A,Japi,[13],66.09,15.8,4.06,3.65,0.05,1.12,2.61,3.51,4.84,0.62,0.2,0.43,0.09,99.42,,12.4,,3.3,48.1,,,,,,,,,142.5,,1462.8,479.6,,,15,,306.8,16.9,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-04,Serra Boa Vista,[23],75.89,12.04,2.09,1.88,0.03,0.17,0.65,2.8,5.3,0.19,0.04,0.15,0.31,99.66,,,,1.2,20.1,,,,,,,,,120.2,,117,28.8,,,4.3,,203.1,15.3,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-24,Serra Boa Vista,[23],61.99,18.9,3.86,3.47,0.05,1.25,2.47,4.48,4.9,0.53,0.31,0.12,0.61,99.47,,,,6.2,47.6,,,,,,,,,98.5,,1823,586.4,,,15.3,,215.7,21.3,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-25A,Serra Boa Vista,[23],66.14,16.57,4.19,3.77,0.07,0.94,2.17,4.21,4.37,0.49,0.2,0.16,0.42,99.93,,,,6.1,42.7,,,,,,,,,142.5,,1411,343.5,,,9.9,,306.3,19.2,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-27,Serra Boa Vista,[23],65.46,16.96,3.26,2.93,0.02,0.96,2.25,4.33,4.91,0.43,0.3,0,0.67,99.55,,,,0,42.2,,,,,,,,,119,,1803,555,21.6,0.49,11.8,7.75,295,10.9,12.3,2.27,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-28,Serra Boa Vista,[23],66.26,16.41,3.35,3.01,0.03,0.91,1.9,3.98,4.97,0.51,0.33,0.1,0.5,99.25,,,,1.2,40.6,,,,,,,,,112.1,,1691,485.9,,,8.9,,256.6,10,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-31,Serra Boa Vista,[23],74.66,12.87,2.11,1.9,0.03,0.18,0.66,3.29,5.36,0.16,0.03,0.12,0.42,99.89,,,,2.3,18.8,,,,,,,,,177.3,,49,13.1,,,2.5,,191.8,15.1,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-32,Serra Boa Vista,[23],74.25,12.83,2.07,1.86,0.03,0.28,0.6,3.17,5.38,0.22,0.06,0.13,0.33,99.35,,,,1.6,21.8,,,,,,,,,117.7,,233,58.5,,,4.6,,230.5,17.9,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-33,Serra Boa Vista,[23],76.17,12.24,2.13,1.92,0.03,0.2,0.69,3,5,0.19,0.03,0.07,0.24,99.99,,,,3.5,17.8,,,,,,,,,136.3,,74,20,,,3.6,,195,14.6,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-34,Jandaíra,[23],67.91,15.18,3.52,3.17,0.05,0.7,1.53,3.63,5.66,0.44,0.16,0.12,0.63,99.53,,,,3.3,35.4,,,,,,,,,114.6,,902,284.2,,,7.6,,382.3,15.9,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-35A,Jandaíra,[23],65.63,16.42,3.84,3.46,0.04,1.4,2.61,3.85,4.56,0.59,0.23,0.11,0.49,99.77,,,,4.8,53.7,,,,,,,,,89,,1926,749.1,,,15.7,,280.4,15.2,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-38A,Jandaíra,[23],69.08,15.61,3.1,2.79,0.05,0.91,1.66,3.84,4.53,0.46,0.21,0.1,0.42,99.97,,,,4.2,44.3,,,,,,,,,118.1,,1261,504.5,,,12.4,,251,9.1,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,RN-39,Jandaíra,[23],71,14.15,2.69,2.42,0.03,0.5,1.46,3.49,5.22,0.35,0.13,0,0.69,99.71,,,,0,10.9,,,,,,,,,111.2,,595,196,18.45,0.72,4.3,8.34,353,12.9,17.75,1.24,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-160A,Cabeçudo,[22],64.99,15.21,5.08,4.57,0.09,1.97,3.64,3.31,5.11,0.59,0.22,0.76,,100.97,,,,,,,,,,,,,,182,,,471,,,21,,,35,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-161A,Cabeçudo,[22],66.71,14.31,4.42,3.98,0.06,0.95,2.59,3.6,4.52,0.55,0.23,0.41,,98.35,,,,,,,,,,,,,,179,,,370,,,9,,,34,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-161B,Cabeçudo,[22],67.5,14.79,4.78,4.3,0.06,0.98,2.68,3.35,4.61,0.57,0.26,0.39,,99.97,,7,,,45,,,,,,,,,190,,1148,372,21,,13,,317,34,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-238B,Cabeçudo,[22],67.86,14.76,4.47,4.02,0.05,0.87,2,2.94,5.96,0.56,0.22,0.31,,100,,16,,,41,,,,,,,,,183,,1311,330,20,,20,,335,60,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-238A,Cabeçudo,[22],67.91,14.53,4.27,3.84,0.06,0.85,1.98,3.16,6.07,0.54,0.17,0.79,,100.33,,,,,,,,,,,,,,174,,,334,,,11,,,64,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-175,Cabeçudo,[22],68.13,14.23,4.05,3.64,0.06,0.81,2.24,3.31,5.55,0.54,0.17,0.59,,99.68,,,,,,,,,,,,,,174,,,294,,,15,,,44,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-25,Cabeçudo,[22],68.5,14.43,3.47,3.12,0.05,0.65,2.06,3.27,5.56,0.45,0.14,0.49,,99.07,,,,,,,,,,,,,,173,,,321,,,9,,,35,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,MA-25A,Cabeçudo,[22],69.08,14.93,3.8,3.42,0.05,0.67,2.17,3.08,5.64,0.47,0.21,0.35,,100.45,,5,,,38,,,,,,,,,181,,1380,314,20,,15,,285,32,,,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-18,Pitombeira,[24],64.23,14.44,6.07,5.46,0.08,1.09,2.9,3.4,5.7,1.2,0.4,0.37,,99.88,,7.3,8.5,4.6,64,12.4,10.5,87,0.05,<0.3,<0.1,1.04,2,312.7,1.46,1437,420,22.8,1.76,27.82,14.61,783,70.83,18.6,2.83,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-21,Pitombeira,[24],64.97,14.02,5.67,5.1,0.07,1.01,2.48,3.25,5.2,1.04,0.39,0.57,,98.67,,9.7,9.8,7.3,77,16.8,10.2,88,0.03,<0.3,<0.1,11.71,15,380,1.9,1454,342,30,1.94,33.78,15.89,632,69.49,22.5,3.39,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-23,Pitombeira,[24],66.01,15.33,5.23,4.71,0.07,0.85,2.09,2.91,5.01,1.02,0.38,0.32,,99.22,,7.4,8.2,6,65,10.6,10.4,82,0.01,<0.3,<0.1,3.35,3,336.8,1.43,1477,351,24.2,1.31,26,14.08,668,52.93,20.7,2.91,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-26,Pitombeira,[24],66.5,16.22,5.95,5.35,0.08,0.97,2.35,2.99,5.18,1.12,0.42,0.42,,102.2,,7.5,8.6,6.5,93,10.2,9.9,78,0.05,<0.3,<0.1,1.3,3,307.7,1.96,1665,390,26.5,1.07,24.3,12.84,712,56.89,19.6,2,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-19,Pitombeira,[24],67.78,15.96,5.55,4.99,0.08,0.85,2.25,3.15,4.77,1.02,0.4,0.46,,102.27,,6.9,8.5,4.1,88,7.7,10.5,91,0.1,<0.3,<0.1,1.01,<1,317.3,1.98,1664,399,27,2.22,30.56,13.38,637,62.52,24,3.38,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-24,Pitombeira,[24],68.9,13.8,4.7,4.23,0.08,0.75,2.13,3.03,5.62,0.88,0.3,0.27,,100.46,,5.2,7.4,4.7,58,10.7,10.7,76,0.01,<0.3,<0.1,3.33,3,345.1,1.32,1655,366,27.9,1.34,29.92,15.9,687,57.98,20.1,2.15,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-25,Pitombeira,[24],69.6,13.6,4.41,3.97,0.07,0.63,2.11,3.05,5.51,0.81,0.28,0.3,,100.37,,3.9,6.2,4,230,6.4,7.1,65,0.02,<0.3,<0.1,3.3,3,307.9,1.37,1547,363,27.8,1.63,28.58,13.14,658,48.74,18,2.49,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-27A,Pitombeira,[24],69.98,15.42,4.22,3.8,0.06,0.54,1.91,2.89,5.32,0.72,0.22,0.57,,101.85,,4,6.1,4.6,65,5.6,10.6,75,<0.01,22.8,10,1.71,3,549.7,3.05,1223,268,26.1,7.87,30.09,12.27,534,52.26,32.3,3.51,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-22,Pitombeira,[24],70.6,13.1,3.61,3.25,0.07,0.37,1.54,2.79,5.53,0.52,0.16,0.7,,98.99,,2.7,4.4,3.1,50,6,9.7,60,0.05,<0.3,<0.1,6.93,6,399.7,1.04,1171,243,26.9,2.61,23.77,13.36,486,64.36,30,2.64,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-17A,Pitombeira,[24],71.08,15.95,3.49,3.14,0.05,0.42,1.33,3.17,5.41,0.49,0.12,0.26,,101.77,,2.6,4.6,3.6,38,4,9.4,60,0.05,<0.3,<0.1,1.98,1,392.8,0.97,1100,230,24.8,2.06,26.98,11.3,464,42.19,34.2,2.04,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,TP-20,Pitombeira,[24],71.7,13.5,4.13,3.72,0.08,0.53,1.77,2.99,5.42,0.66,0.23,0.72,,101.73,,3.3,5.6,3.1,38,4.8,7.2,54,<0.01,<0.3,<0.1,1.49,2,411.7,2.08,1217,244,26,1.93,24.29,11.55,537,62.1,26.3,2.98,,,,,,,,,,,,,,,,,,,,,,,
PHKCalcAlk,D5C,Serra da Macambira,[25],71.1,13.97,2.51,2.26,0.47,0.04,1.41,3.23,5.71,0.41,0.13,0.7,,99.68,,3.7,133.2,5,8,3.7,7.7,,,4,766.4,,< 0.5,227.3,1.8,840,204.3,17.7,4.4,42.2,9.5,320.7,44.9,34.5,15.1,4,< 0.1,1.9,< 0.1,< 0.1,0.2,< 0.1,< 0.5,,,,,,,,,,,,,,,
PHKCalcAlk,D3,Serra da Macambira,[25],71.12,13.72,2.95,2.65,0.64,0.06,1.53,2.99,5.49,0.45,0.15,0.6,,99.7,,7.5,119,5,14,10.7,6.8,,,5,691.4,,,229.5,1.2,791,189,17.4,4.7,43.2,8.4,292.1,65.4,37.8,8.1,4,< 0.1,0.8,< 0.1,< 0.1,< 0.01,< 0.1,< 0.5,,,,,,,,,,,,,,,
PHKCalcAlk,D31,Serra da Macambira,[25],71.71,14.2,2.07,1.86,0.59,0.02,1.76,3.37,4.95,0.38,0.14,0.5,,99.69,,6.8,88.5,3,10,10.9,7.5,,,1,472.8,,,92.7,0.9,776,251.1,17.8,4,43.9,8.8,307.8,31.5,39.2,6.4,4,< 0.1,< 0.5,< 0.1,< 0.1,< 0.01,< 0.1,< 0.5,,,,,,,,,,,,,,,
PHKCalcAlk,JC-23-05-10 GP,Serra de Joao do Vale,[7],71.8,13.5,3.38,3.04,0.04,0.48,1.72,3.36,4.62,0.44,0.14,0.68,,100.25,9,1,6,4,16,11,19,56,<0.5,3.2,1.1,2,<5,195.5,4.15,581,161.5,27.1,2,34.2,10.05,364,46,37,3.72,,<0.5,,,<0.5,,,,,,,,,,,,,,,,,,
